Area,Item,Year,Rainfall,Pesticides,Temperature,Rainfall_Category,Temperature_Band,Pesticide_Category,Rainfall_Temp_Index,Pesticide_Efficiency,Log_Pesticides
Uruguay,Sweet potatoes,1997,1300.0,3362.05,17.46,Moderate,Cool,Medium,22698.0,31.858878101723136,8.120603579307415
Germany,Potatoes,1997,700.0,30414.0,5.79,Low,Cold,High,4053.0,7.576064441887227,10.322691186754806
Pakistan,Soybeans,2006,494.0,6925.13,23.28,Very Low,Warm,Medium,11500.32,1.6296257794756956,8.843056494638944
Brazil,Maize,1996,1761.0,101621.67,27.6,High,Warm,Very High,48603.600000000006,0.24365626291850037,11.529021919158
Mexico,Potatoes,1998,758.0,34468.93,16.21,Low,Cool,High,12287.18,5.94590705580197,10.44784262875747
Sri Lanka,"Rice, paddy",2005,1712.0,1742.41,26.73,High,Warm,Medium,45761.76,20.342317641862785,7.463598244479346
India,Wheat,1997,1083.0,52279.0,24.92,Moderate,Warm,Very High,26988.36,0.5124139250191277,10.864369167738158
Iraq,Wheat,1998,216.0,755.0,20.65,Very Low,Warm,Low,4460.4,10.675925925925926,6.628041376179533
Mexico,Cassava,2005,758.0,51741.99,16.93,Low,Cool,Very High,12832.94,2.437025769094519,10.854044243015027
Angola,Wheat,1990,1010.0,64.0,24.12,Moderate,Warm,Low,24361.2,123.0,4.174387269895637
Egypt,Maize,2008,51.0,9527.0,21.74,Very Low,Warm,Medium,1108.74,8.29691435768262,9.161990111035136
Zambia,Sorghum,1998,1020.0,1670.0,21.32,Moderate,Warm,Medium,21746.4,4.238180730101735,7.421177528595393
Ecuador,Plantains and others,2004,2274.0,29799.84,22.33,Very High,Warm,High,50778.42,1.958032055472262,10.302291860015687
Brazil,Cassava,1997,1761.0,110276.11,27.57,High,Warm,Very High,48550.770000000004,1.1625259312653369,11.610751658773312
Mexico,"Rice, paddy",1992,758.0,34468.93,17.33,Low,Cool,High,13136.14,1.2642033215617205,10.44784262875747
Burkina Faso,Soybeans,2000,748.0,75.44,28.6,Low,Warm,Low,21392.8,111.44688644688645,4.336506119372072
Ecuador,Plantains and others,2006,2274.0,7953.42,22.31,Very High,Warm,Medium,50732.939999999995,7.055574133626336,8.981483027994393
Brazil,Yams,1995,1761.0,92967.22,27.34,High,Warm,Very High,48145.74,0.9851430951350902,11.440012993305555
Spain,"Rice, paddy",2013,636.0,54197.0,17.46,Low,Cool,Very High,11104.560000000001,1.4373593121517398,10.9003992863779
Egypt,Potatoes,2006,51.0,9781.0,22.05,Very Low,Warm,Medium,1124.55,23.5561234921284,9.188299241099303
India,Soybeans,2010,1083.0,40093.69,27.69,Moderate,Warm,High,29988.27,0.3324629770176549,10.598999185573879
Mali,"Rice, paddy",2000,282.0,17.59,27.51,Very Low,Warm,Low,7757.820000000001,1132.7595481441635,2.922623801733353
Egypt,Potatoes,1997,51.0,4607.0,20.52,Very Low,Warm,Medium,1046.52,47.386067708333336,8.435549202375727
Brazil,Cassava,2000,1761.0,111654.5,27.5,High,Warm,Very High,48427.5,1.2074192493876252,11.62317351713876
Mozambique,Sweet potatoes,1991,1032.0,102.26,21.77,Moderate,Warm,Low,22466.64,629.7598295564594,4.637250079451503
Zambia,Wheat,2007,1020.0,1670.0,20.87,Moderate,Warm,Medium,21287.4,36.810891681627766,7.421177528595393
Pakistan,Maize,2000,494.0,27885.0,23.6,Very Low,Warm,High,11658.400000000001,0.6127088861794449,10.235880049754966
Ecuador,Potatoes,2006,2274.0,7953.42,17.6,Very High,Cool,Medium,40022.4,8.770972616482409,8.981483027994393
Italy,Potatoes,2005,832.0,84647.0,7.33,Low,Cold,Very High,6098.56,2.722167091957282,11.346256760583998
Indonesia,Maize,1998,2702.0,1597.0,27.77,Very High,Warm,Low,75034.54,16.59949937421777,7.37650812632622
Japan,Wheat,2010,1668.0,55576.0,13.82,High,Cool,Very High,23051.760000000002,0.49682422584882235,10.925524725589275
Brazil,Yams,1998,1761.0,111654.5,22.35,High,Warm,Very High,39358.350000000006,0.8223777601640762,11.62317351713876
Ecuador,Potatoes,2000,2274.0,17948.0,17.06,Very High,Cool,High,38794.439999999995,3.138447824391331,9.795289682058142
Tajikistan,"Rice, paddy",2007,691.0,247.9,8.69,Low,Cold,Low,6004.79,123.37083165930092,5.517051209373546
Cameroon,Maize,2000,1604.0,545.0,24.88,High,Warm,Low,39907.52,45.082417582417584,6.302618975744905
Libya,Maize,2009,56.0,6046.0,19.93,Very Low,Cool,Medium,1116.08,4.099553497602117,8.707317560273212
El Salvador,Sorghum,2001,1784.0,2543.7,25.92,High,Warm,Medium,46241.280000000006,6.069477738043778,7.841768043843908
Brazil,Maize,2010,1761.0,111654.5,24.95,High,Warm,Very High,43936.95,0.39108686988101793,11.62317351713876
India,Maize,2004,1083.0,35113.0,27.63,Moderate,Warm,High,29923.289999999997,0.5431736629264681,10.466355190329153
Morocco,Soybeans,2001,346.0,13842.57,18.73,Very Low,Cool,Medium,6480.58,0.7223570220687294,9.53557614388568
Australia,Wheat,2009,534.0,38065.68,19.01,Low,Cool,High,10151.34,0.41587551107687876,10.547094637798573
Brazil,Cassava,2007,1761.0,111654.5,18.66,High,Cool,Very High,32860.26,1.25474338478624,11.62317351713876
Burundi,Cassava,2010,1274.0,264.53,21.75,Moderate,Warm,Low,27709.5,153.0109592136482,5.581727828648895
Cameroon,"Rice, paddy",2002,1604.0,815.79,25.26,High,Warm,Low,40517.04,13.635083681239976,6.705382023876393
Spain,Soybeans,1998,636.0,35070.0,17.15,Low,Cool,High,10907.4,0.5911151663767785,10.465129857127469
Turkey,Potatoes,2005,593.0,40332.0,14.23,Low,Cool,High,8438.39,5.713088537921801,10.604925271413808
Indonesia,Soybeans,2004,2702.0,1597.0,27.57,Very High,Warm,Low,74494.14,8.01063829787234,7.37650812632622
Mexico,Wheat,1996,758.0,34468.93,20.79,Low,Warm,High,15758.82,1.209924128073367,10.44784262875747
Spain,Wheat,2012,636.0,48668.0,17.51,Low,Cool,Very High,11136.36,0.4873327991123713,10.792797556078508
Australia,Soybeans,1993,534.0,23899.0,18.03,Low,Cool,High,9628.02,0.6764853556485355,10.081633737919603
Pakistan,Wheat,2013,494.0,0.92,27.21,Very Low,Warm,Low,13441.74,14560.9375,0.6523251860396903
Colombia,Wheat,2010,3240.0,48618.46,27.54,Very High,Warm,Very High,89229.59999999999,0.3639900566563265,10.791779141267918
Germany,Soybeans,1992,700.0,29542.0,10.38,Low,Cool,High,7266.000000000001,1.0154689774227397,10.293602108139348
Honduras,Potatoes,1997,1976.0,6980.0,25.03,High,Warm,Medium,49459.28,18.980805042257558,8.850947451970402
Indonesia,Sweet potatoes,2011,2702.0,1597.0,27.39,Very High,Warm,Low,74007.78,77.1520650813517,7.37650812632622
India,Wheat,2009,1083.0,28707.01,28.03,Moderate,Warm,High,30356.49,1.012644206268564,10.264931456884861
India,Sweet potatoes,2006,1083.0,37423.0,25.31,Moderate,Warm,High,27410.73,2.3206765711842667,10.53006748882396
Angola,Sweet potatoes,2007,1010.0,40.0,24.24,Moderate,Warm,Low,24482.399999999998,1435.4878048780488,3.713572066704308
India,Potatoes,2008,1083.0,14485.33,24.25,Moderate,Warm,Medium,26262.75,13.321041285128807,9.580960725111565
India,"Rice, paddy",2009,1083.0,28707.01,24.87,Moderate,Warm,High,26934.210000000003,1.1274205352443447,10.264931456884861
Japan,Sweet potatoes,1991,1668.0,79821.18,15.6,High,Cool,Very High,26020.8,2.576113556407505,11.287556689680539
Japan,Soybeans,2010,1668.0,55576.0,13.82,High,Cool,Very High,23051.760000000002,0.2907317775338719,10.925524725589275
Nicaragua,"Rice, paddy",2007,2280.0,9850.26,27.23,Very High,Warm,Medium,62084.4,4.00781219864261,9.195354644766951
Ecuador,Sorghum,2004,2274.0,29799.84,22.33,Very High,Warm,High,50778.42,0.6711220220638076,10.302291860015687
India,Sweet potatoes,2004,1083.0,35113.0,24.85,Moderate,Warm,High,26912.550000000003,2.5228683715896794,10.466355190329153
India,Sweet potatoes,2012,1083.0,52980.0,26.94,Moderate,Warm,Very High,29176.02,1.8341292161340859,10.877688637695117
Uganda,Sorghum,1998,1180.0,88.0,23.97,Moderate,Warm,Low,28284.6,168.53932584269663,4.48863636973214
Botswana,Maize,1996,416.0,17.0,19.1,Very Low,Cool,Low,7945.6,136.83333333333334,2.8903717578961645
India,Soybeans,2007,1083.0,27422.77,27.23,Moderate,Warm,High,29490.09,0.4503757142070547,10.219165434547868
Ukraine,Maize,2006,565.0,28832.6,7.88,Low,Cold,High,4452.2,1.2954331058209867,10.269296652764007
Haiti,"Rice, paddy",1990,1440.0,17.14,27.11,Moderate,Warm,Low,39038.4,1164.3880926130098,2.8981194446869907
Sri Lanka,Plantains and others,1992,1712.0,2144.31,26.26,High,Warm,Medium,44957.12,61.512322228489126,7.6710393430643204
Pakistan,Potatoes,2004,494.0,8903.48,27.5,Very Low,Warm,Medium,13585.0,19.84091154115681,9.094309799858173
Libya,Potatoes,2005,56.0,8314.0,20.28,Very Low,Warm,Medium,1135.68,18.957185808779315,9.025816391627028
Argentina,Cassava,2006,591.0,65872.12,18.35,Low,Cool,Very High,10844.85,1.5180698895088012,11.09548574653699
India,"Rice, paddy",1998,1083.0,49157.0,26.69,Moderate,Warm,Very High,28905.27,0.585967696000651,10.80279487936987
Mexico,Sorghum,2005,758.0,51741.99,22.95,Low,Warm,Very High,17396.1,0.6676073415935183,10.854044243015027
Mexico,Soybeans,2008,758.0,61732.11,25.22,Low,Warm,Very High,19116.76,0.3271502116125366,11.030575694808979
Indonesia,Maize,1991,2702.0,3259.0,27.05,Very High,Warm,Medium,73089.1,6.596625766871166,8.089482474360754
Brazil,Sweet potatoes,1990,1761.0,49695.0,25.29,High,Warm,Very High,44535.689999999995,2.045657598197038,10.813679725948413
Turkey,Potatoes,1996,593.0,30286.0,13.77,Low,Cool,High,8165.61,7.6080826757354645,10.318473856527929
Spain,"Rice, paddy",2001,636.0,35700.0,17.84,Low,Cool,High,11346.24,2.12304977451612,10.482933978579906
Ghana,Plantains and others,1996,1187.0,1575.5,26.61,Moderate,Warm,Low,31586.07,50.56200444021567,7.362962478985115
Indonesia,"Rice, paddy",2004,2702.0,1597.0,25.67,Very High,Warm,Low,69360.34000000001,28.388610763454317,7.37650812632622
Japan,Yams,1991,1668.0,79821.18,13.32,High,Cool,Very High,22217.760000000002,2.4079021645362233,11.287556689680539
Guatemala,Wheat,1993,1996.0,12004.33,19.85,High,Cool,Medium,39620.600000000006,1.659596196022933,9.393105996823989
Nicaragua,Potatoes,2005,2280.0,9391.92,27.2,Very High,Warm,Medium,62016.0,14.34942488597795,9.147711492977516
Suriname,Maize,2010,2331.0,1286.65,27.7,Very High,Warm,Low,64568.7,18.12060730788646,7.160574130606097
Brazil,Maize,2001,1761.0,111654.5,22.14,High,Warm,Very High,38988.54,0.30467822901693153,11.62317351713876
Burkina Faso,Sweet potatoes,1991,748.0,29.1,28.4,Low,Warm,Low,21243.2,1855.8803986710961,3.40452517175483
Belgium,Maize,2007,847.0,6712.05,11.52,Low,Cool,Medium,9757.44,19.555641623405158,8.811808672145782
Japan,Yams,1990,1668.0,79821.18,14.14,High,Cool,Very High,23585.52,2.6409702165488342,11.287556689680539
Brazil,Cassava,1990,1761.0,49695.0,25.29,High,Warm,Very High,44535.689999999995,2.5259377012234383,10.813679725948413
Pakistan,Soybeans,1990,494.0,5299.0,26.23,Very Low,Warm,Medium,12957.62,1.0715094339622642,8.575462099540212
Australia,Soybeans,1991,534.0,17866.0,18.73,Low,Cool,High,10001.82,0.8703755526949124,9.790710714933168
Netherlands,Potatoes,2002,778.0,9700.44,10.64,Low,Cool,Medium,8277.92,23.75173170168552,9.180029607081575
Denmark,Potatoes,1990,703.0,5650.0,9.83,Low,Cold,Medium,6910.49,40.77614581490002,8.639587799629844
Bangladesh,Sorghum,1994,2666.0,1594.5,25.91,Very High,Warm,Low,69076.06,6.1999373237229705,7.374942445718299
Rwanda,"Rice, paddy",2009,1212.0,1187.6,19.84,Moderate,Cool,Low,24046.079999999998,47.26400807672893,7.08053142293256
El Salvador,Maize,1991,1784.0,4096.0,26.08,High,Warm,Medium,46526.719999999994,4.014644862094215,8.318010277546872
Ghana,Cassava,1999,1187.0,114.13,26.74,Moderate,Warm,Low,31740.379999999997,1064.2577955354816,4.746061924685573
South Africa,Soybeans,2008,495.0,26857.0,15.75,Very Low,Cool,High,7796.25,0.634820165313873,10.198319007141121
Libya,Potatoes,2001,56.0,4284.5,20.09,Very Low,Warm,Medium,1125.04,45.50227511375569,8.362992510338938
Argentina,Cassava,1992,591.0,26156.0,17.51,Low,Cool,High,10348.410000000002,3.823068394693581,10.171872120095925
Germany,Potatoes,2010,700.0,40832.42,8.61,Low,Cold,High,6027.0,5.64307373714962,10.617256142745536
Brazil,Soybeans,2009,1761.0,111654.5,24.98,High,Warm,Very High,43989.78,0.2361280904209824,11.62317351713876
South Africa,Potatoes,2011,495.0,26857.0,20.72,Very Low,Warm,High,10256.4,8.579417678159208,10.198319007141121
Mexico,Sorghum,2012,758.0,64512.22,23.5,Low,Warm,Very High,17813.0,0.5935992653908765,11.074625443022489
Tunisia,Wheat,1992,207.0,909.0,18.54,Very Low,Cool,Low,3837.7799999999997,18.714285714285715,6.813444599510896
Bangladesh,"Rice, paddy",2008,2666.0,12936.5,26.0,Very High,Warm,Medium,69316.0,3.203169082125604,9.467885350007725
Switzerland,Potatoes,2006,1537.0,1359.04,8.19,High,Cold,Low,12588.029999999999,169.4258992382577,7.215269390062286
Saudi Arabia,Wheat,2011,59.0,4840.3,26.4,Very Low,Warm,Medium,1557.6,12.688534071427096,8.48493855868681
El Salvador,Soybeans,1997,1784.0,3164.62,26.48,High,Warm,Medium,47240.32,7.721710123135437,8.060104207968871
Dominican Republic,Sorghum,2008,1410.0,5409.43,26.56,Moderate,Warm,Medium,37449.6,4.017425602031631,8.596083851121891
Mali,Sweet potatoes,1990,282.0,95.7,27.61,Very Low,Warm,Low,7786.0199999999995,499.6483971044467,4.571613402459248
Iraq,Wheat,2005,216.0,873.01,19.96,Very Low,Cool,Low,4311.360000000001,9.997597281495635,6.7730918172376775
Dominican Republic,Yams,2013,1410.0,6316.61,26.88,Moderate,Warm,Medium,37900.799999999996,10.040505824196176,8.751096251061693
Honduras,Wheat,1993,1976.0,6768.0,24.58,High,Warm,Medium,48570.079999999994,0.8580292509971931,8.820108644508608
Turkey,Potatoes,1996,593.0,30286.0,17.49,Low,Cool,High,10371.57,7.6080826757354645,10.318473856527929
India,Soybeans,1994,1083.0,61357.0,25.33,Moderate,Warm,Very High,27432.39,0.14840770559666222,11.024480840985804
Ecuador,Sweet potatoes,2011,2274.0,17529.44,21.78,Very High,Warm,High,49527.72,1.0902749731324486,9.77169407742915
Burundi,Soybeans,1991,1274.0,92.08,20.97,Moderate,Warm,Low,26715.78,107.43446497636442,4.533459338434091
Colombia,Sorghum,1991,3240.0,16817.0,27.3,Very High,Warm,High,88452.0,1.7114995837792841,9.730205020392843
United Kingdom,Wheat,2007,1220.0,22331.7,10.83,Moderate,Cool,High,13212.6,3.2348977060543507,10.013807251093937
Pakistan,Potatoes,1999,494.0,20450.0,27.14,Very Low,Warm,High,13407.16,8.088259742799863,9.925787060030896
Thailand,Cassava,1992,1622.0,18849.0,27.55,High,Warm,High,44686.1,7.444668435013263,9.844268192876157
Sudan,Wheat,2012,1712.0,2469.47,26.42,High,Warm,Medium,45231.04,7.001501738535583,7.812163694921242
Guinea,Sorghum,1992,1651.0,80.0,27.02,High,Warm,Low,44610.02,185.65432098765433,4.394449154672439
Burkina Faso,Sweet potatoes,1993,748.0,17.0,28.58,Low,Warm,Low,21377.84,2831.3888888888887,2.8903717578961645
Argentina,Potatoes,2000,591.0,63265.78,17.66,Low,Cool,Very High,10437.06,3.642132569414786,11.055115667847575
India,Sweet potatoes,2007,1083.0,27422.77,25.44,Moderate,Warm,High,27551.52,3.171555187342951,10.219165434547868
Ecuador,Plantains and others,1992,2274.0,2012.0,21.94,Very High,Warm,Medium,49891.560000000005,50.46299056135122,7.607381425639791
Honduras,Maize,2001,1976.0,1141.0,24.4,High,Warm,Low,48214.399999999994,13.12784588441331,7.040536390215956
India,Cassava,1999,1083.0,46195.0,26.85,Moderate,Warm,Very High,29078.550000000003,4.988007619707334,10.740648493234978
Spain,Sorghum,2001,636.0,35700.0,17.27,Low,Cool,High,10983.72,1.0841152908882103,10.482933978579906
India,Sorghum,2008,1083.0,14485.33,26.52,Moderate,Warm,Medium,28721.16,0.7047333589666948,9.580960725111565
India,"Rice, paddy",2008,1083.0,14485.33,25.68,Moderate,Warm,Medium,27811.44,2.244115659383709,9.580960725111565
Ecuador,Potatoes,2002,2274.0,1302.49,22.47,Very High,Warm,Low,51096.78,37.428748973908505,7.172800561690888
India,"Rice, paddy",2008,1083.0,14485.33,24.51,Moderate,Warm,Medium,26544.33,2.244115659383709,9.580960725111565
Thailand,Maize,2010,1622.0,68986.0,28.54,High,Warm,Very High,46291.88,0.6058967631582762,11.141673360031692
Egypt,Maize,2006,51.0,9781.0,21.15,Very Low,Warm,Medium,1078.6499999999999,8.557043549376406,9.188299241099303
Japan,Soybeans,1993,1668.0,79821.18,12.49,High,Cool,Very High,20833.32,0.14419551057112198,11.287556689680539
India,Wheat,2011,1083.0,55540.0,25.45,Moderate,Warm,Very High,27562.35,0.5380889793125799,10.924876765740112
Germany,Wheat,2006,700.0,38540.15,10.15,Low,Cool,High,7105.0,1.8683147752467169,10.559481780651359
Haiti,"Rice, paddy",1999,1440.0,26.32,27.01,Moderate,Warm,Low,38894.4,762.5549048316252,3.307619034702589
India,Sweet potatoes,1999,1083.0,46195.0,25.97,Moderate,Warm,Very High,28125.51,1.8560914364880077,10.740648493234978
Belgium,Maize,2010,847.0,4644.53,9.74,Low,Cold,Medium,8249.78,25.67694105947007,8.443660745922962
Rwanda,Sorghum,1997,1212.0,249.0,19.78,Moderate,Cool,Low,23973.36,44.888,5.521460917862246
Malawi,Sorghum,1990,1181.0,173.19,20.86,Moderate,Warm,Low,24635.66,28.79040128595212,5.160146657489371
Malawi,"Rice, paddy",2002,1181.0,134.25,20.76,Moderate,Warm,Low,24517.56,121.44177449168207,4.907124917726591
Brazil,Potatoes,1998,1761.0,111654.5,20.71,High,Warm,Very High,36470.310000000005,1.401086377294446,11.62317351713876
Indonesia,Maize,2001,2702.0,1597.0,27.52,Very High,Warm,Low,74359.04,17.801001251564454,7.37650812632622
Australia,Sweet potatoes,1994,534.0,21057.0,16.43,Low,Cool,High,8773.619999999999,6.693940545160984,9.955035814416705
Mexico,Cassava,1996,758.0,34468.93,25.06,Low,Warm,High,18995.48,2.2394011244003105,10.44784262875747
Mauritania,"Rice, paddy",2008,92.0,17.22,28.14,Very Low,Warm,Low,2588.88,2614.2151481888036,2.9025198918318122
Japan,"Rice, paddy",2005,1668.0,63829.77,15.75,High,Cool,Very High,26271.0,1.0415509635869973,11.063990641470465
Indonesia,"Rice, paddy",1993,2702.0,1597.0,27.04,Very High,Warm,Low,73062.08,27.377972465581976,7.37650812632622
Japan,Maize,2011,1668.0,51796.3,15.38,High,Cool,Very High,25653.84,0.49803754249738885,10.855093303336972
Tajikistan,Sorghum,2000,691.0,527.25,8.78,Low,Cold,Low,6066.98,27.615712257453858,6.2695696564961665
India,Sweet potatoes,2009,1083.0,28707.01,27.15,Moderate,Warm,High,29403.449999999997,3.137800216733936,10.264931456884861
Belarus,Maize,1998,618.0,8306.31,6.11,Low,Cold,Medium,3775.98,3.192609882139947,9.024891129067417
Japan,Maize,2006,1668.0,65248.26,13.28,High,Cool,Very High,22151.039999999997,0.3881116812665768,11.085969984124462
India,Potatoes,2007,1083.0,27422.77,24.6,Moderate,Warm,High,26641.800000000003,5.983896451873685,10.219165434547868
India,Maize,2000,1083.0,44957.52,26.49,Moderate,Warm,High,28688.67,0.4051734799099259,10.713495565876292
Pakistan,Maize,2002,494.0,10881.83,19.7,Very Low,Cool,Medium,9731.8,1.6951473100287333,9.294941596881234
Netherlands,Potatoes,1992,778.0,9030.0,10.39,Low,Cool,Medium,8083.42,25.515003875539808,9.108418382250798
Pakistan,Maize,1998,494.0,18406.0,23.11,Very Low,Warm,High,11416.34,0.969902754386918,9.820486306032722
India,Wheat,2008,1083.0,14485.33,26.19,Moderate,Warm,Medium,28363.77,1.934375373196662,9.580960725111565
India,"Rice, paddy",1999,1083.0,46195.0,25.29,Moderate,Warm,Very High,27389.07,0.6446878517620573,10.740648493234978
Spain,Sweet potatoes,1993,636.0,29408.0,16.28,Low,Cool,High,10354.08,6.292393484987588,10.289056028929835
Egypt,Soybeans,2013,51.0,13653.0,22.91,Very Low,Warm,Medium,1168.41,2.5462868024022263,9.521787797978225
South Africa,Sweet potatoes,2002,495.0,26857.0,19.28,Very Low,Cool,High,9543.6,1.3000968054211035,10.198319007141121
Burundi,Yams,2006,1274.0,190.51,21.83,Moderate,Warm,Low,27811.42,295.624249386455,5.254940026578468
Brazil,Wheat,2002,1761.0,111654.5,25.18,High,Warm,Very High,44341.979999999996,0.13213858699302766,11.62317351713876
India,Wheat,2008,1083.0,14485.33,25.68,Moderate,Warm,Medium,27811.44,1.934375373196662,9.580960725111565
Italy,Soybeans,2006,832.0,74349.0,8.15,Low,Cold,Very High,6780.8,0.4167720242098184,11.216538951888301
Brazil,Sweet potatoes,2013,1761.0,111654.5,20.07,High,Warm,Very High,35343.270000000004,1.1724724711277097,11.62317351713876
Australia,Maize,2004,534.0,36276.0,20.42,Low,Warm,High,10904.28,1.5526642225101304,10.49893921062262
Pakistan,Maize,2007,494.0,5935.96,27.69,Very Low,Warm,Medium,13678.86,5.7714722686358,8.688952496838512
India,Soybeans,2005,1083.0,35342.0,26.28,Moderate,Warm,High,28461.24,0.30370936253289194,10.472855631914229
Zambia,Cassava,2010,1020.0,1670.0,21.34,Moderate,Warm,Medium,21766.8,34.69060442848593,7.421177528595393
Azerbaijan,Sorghum,1993,447.0,148.68,10.53,Very Low,Cool,Low,4706.91,11.083645109567076,5.0084996819658345
